Category,Subcategory,Strength,Multiplier,en,de,ru,eo,pl,it,ua,ko
3,2,3,1,It is our duty to care for the citizens of other countries the same as we care for the citizens of our own,"Es ist unsere Pflicht, uns genauso um die Bewohner anderer Länder zu sorgen wie für die unseres Lands","Мы должны заботиться об иностранных гражданах так же, как и о своих собственных",Estas nia devo zorgi pri civitanoj de aliaj landoj same kiel pri civitanoj de nia propra lando,"Naszym obowiązkiem jest dbać o obywateli innych krajów tak samo, jak o naszych obywateli",È nostro dovere preoccuparci dei cittadini degli altri paesi tanto quanto ci preoccupiamo dei nostri connazionali,"Це наш обов'язок - піклуватися про громадян інших держав так само, як і про своїх",우리 자신의 시민을 배려하는 것과 마찬가지로 다른나라의 시민을 배려하는 것이 우리의 의무다
3,2,3,1,The United Nations should be more powerful,Die Vereinten Nationen sollten mehr Macht haben,Необходимо расширить полномочия ООН,Unuigitaj Nacioj devas havi pli povojn,Organizacja Narodów Zjednoczonych powinna mieć większą siłę,L'ONU dovrebbe avere più poteri,Потрібно надати ООН більше повноважень,유엔은 더 강력해져야 한다
3,2,2,1,I support regional unions such as the European Union,Ich unterstütze regionale Zusammenschlüsse wie die Europäische Union,"Я поддерживаю региональные союзы, по типу Евросоюза","Ni subtenas regionajn uniojn, kiel Eŭropa Unio",Popieram unie regionalne takie jak Unia Europejska,Supporto organizzazioni sovranazionali come l'Unione Europea,"Я підтримую регіональні інтернаціональні організації, на зразок Європейського Союзу",나는 유럽 연합과 같은 지역 연합을 지지한다
3,2,2,1,All governments should be held accountable to the international community for things such as war crimes,"Alle Regierungen sollten von der internationalen Gemeinschaft zur Verantwortung gezogen werden können, für Dinge wie Kriegsverbrechen","Правительства всего мира должны нести ответственность за такие проступки, как военные преступления","Ĉiuj registaroj devas havi responson antaŭ la tutmonda komunumo pro fiaĵoj, kiel militaj krimoj",Wszystkie rządy powinny ponosić odpowiedzialność przed społecznością międzynarodową za sprawy takie jak zbrodnie wojenne,Tutti i governi dovrebbero poter essere chiamti a rispondere davanti alla comunità internazionale per crimini di guerra e azioni simili,"Будь-які уряди мають відповідати перед міжнародною спільнотою за такі речі, як військові злочини",모든 정부는 전쟁범죄와 같은 것에 대해 국제사회에 책임을 져야 한다
3,2,2,1,It is our duty to topple regimes that violate human rights,"Es ist unsere Pflicht Regierungsformen zu stürzen, die Menschenrechte verletzen","Мы должны свергнуть все режимы, которые ущемляют права человека","Ni renversu ĉiujn reĝimojn, kiuj rompas homajn regulojn","Naszym obowiązkiem jest obalenie reżimów, które naruszają prawa człowieka",È nostro dovere rovesciare governi che violano i diritti umani,"Скидати режими, які порушують права людини, це наш обов'язок",인권을 침해하는 정권을 무너뜨리는 것은 우리의 의무다
3,2,1,1,International cooperation is generally beneficial,Internationale Bündnisse sind generell vorteilhaft,Международнее сотрудничество приносит много пользы,Internacia kunlaborado estas ĝenerale utila,Współpraca międzynarodowa jest na ogół korzystna,Generalmente la cooperazione internazionale porta benefici,Міжнародна співпраця в основному приносить користь,국제 협력은 일반적으로 유익하다
3,2,1,1,International alliances are important to protect my nation,"Internationale Bündnisse sind wichtig, um mein Land zu schützen",Международние альянсы важны для защиты моей нации,Internaciaj unioj estas gravaj por protekto de mia nacio,Międzynarodowe sojusze są ważne dla ochrony mojego narodu,Le alleanze internazionali sono importanti per proteggere la mia nazione,Міжнародні альянси важливі для захісту моєї нації,국제 동맹은 내 나라를 지키기 위해 중요하다
3,2,1,1,Nations should cooperate with each other unless there is a compelling reason not to,"Nationen sollten untereinander zusammenarbeiten, außer es gibt einen triftigen Grund es nicht zu tun","Страны всегда должны сотрудничать друг с другом, если только у них нет причины этого не делать","Nacioj devas ĉiam labori kune, se nur ne estas komprenebla kialo ne kunlabori","Narody powinny ze sobą współpracować, chyba że istnieją ważne powody, aby tego nie robić","Le nazioni dovrebbero cooperare tra di loro, a meno che ci sia una chiara ragione per non farlo","Країни завжди мусять співпрацювати один з одним, хіба у них є вагомі причини цього не робити",국가는 서로 협력해야 한다. 그렇지 않을 특별한 이유가 없다면 말이다
3,2,2,-1,Foreign aid is a waste of money,Auslandshilfe ist Geldverschwendung,Помощь другим странам — это пустая трата денег,Helpo al eksteraj landoj estas perdo de mono,Pomoc zagraniczna to strata pieniędzy,Gli aiuti internazionali sono uno spreco di soldi,Допомога іншим країнам це марнотратство,해외 원조는 돈 낭비다
3,2,2,-1,It is important to protect our national identity from other cultures,Es ist wichtig unsere nationale Identität vor anderen Kulturen zu schützen,Важно защитить индентичность моей нации от влияния других культур,Devas esti protekti la indentecon de mia nacio de aliaj kulturoj,"Ważne jest, aby chronić naszą tożsamość narodową przed wpływem innych kultur",Dobbiamo difendere la nostra identità nazionale dalle altre culture,Потрібно захищати нашу національну ідентичність від впливу інших культур,우리의 국가 정체성을 다른 문화로부터 보호하는 것은 중요하다
4,0,4,1,The government would be best if the people directly voted on most issues,"Die Regierung wäre besser, wenn es Volksabstimmungen für die meisten Probleme geben würde","В стране жилось бы лучше, если бы народ непосредственно голосовал по большинству решений","La registaro estus multe pli bona, se ĝi ebligos al homoj rekte voĉdoni pri plejaj demandoj","Rząd byłby najlepszy, gdyby ludzie głosowali bezpośrednio w większości kwestii",Sarebbe meglio se il popolo votasse direttamente su molte questioni,"Держава функціонувала би найкраще, якби народ безпосередньо голосував за більшість рішень",대부분의 사안에 대해 국민이 직접 투표한다면 정부는 가장 좋을 것이다
4,0,4,1,Trials would be better if put directly to popular vote,"Gerichtsverhandlungen wären besser, wenn man eine Volksabstimmung machen würde","Суды работали бы лучше, если решения принимались бы на публичных голосованиях","Juĝado estus pli bone, se ĝi fariĝus per rekta publika voĉdonado","Rozprawy sądowe byłyby lepsze, gdyby ludzie głosowali bezpośrednio w sprawie ich werdyktu",I processi sarebbero più giusti se fossero decisi da un voto popolare,"Суди були б кращими, якби рішення приймалися на громадському голосуванні",대중 투표에 직접 참여한다면 재판이 더 나을 것이다
4,0,3,1,The government should almost always follow the majority opinion,Die Regierung sollte fast immer der Meinung der Mehrheit folgen,Правительство всегда должно следовать мнению большинства,La registaro ĉiam devas sekvi opinion de la plejo,Rząd prawie zawsze powinien podążać za opinią większości,Il governo dovrebbe sempre seguire l'opinione della maggioranza,Уряд завжди має прямувати за думкою більшості,정부는 거의 항상 다수의 의견을 따라야 한다
4,0,3,1,The population as a whole tends to make good decisions,Die Bevölkerung als Ganzes neigt dazu gute Entscheidungen zu treffen,Народ как единое целое будет стремиться принимать хорошие решения,La publiko entute tendencas fari bonajn decidojn,Cała populacja ma tendencję do podejmowania dobrych decyzji,La popolazione nel suo insieme tende a prendere buone decisioni,Населення в цілому схильне приймати правильні рішення,전반적으로 주민들은 좋은 결정을 내리는 경향이 있다
4,0,2,1,A country without fair elections cannot be a good country,"Ein Land ohne gerechte Wahlen, kann kein gutes Land sein",Страна без честных выборов не может быть хорошей страной,Lando sen honoroj elektoj ne povas esti bona lando,Kraj bez uczciwych wyborów nie może być dobrym krajem,Un paese senza giuste elezioni non può essere un buon paese,Країна без чесних виборів не може бути гарною країною,공정한 선거가 없는 나라는 좋은 나라가 될 수 없다
4,0,2,1,Each person should have an identically weighted vote,Jede Person sollte eine gleichwertige Stimme haben,Голос всех людей должен иметь одинаковый вес,Ĉiu persono devas havi voĉon kun egala pezo,Każda osoba powinna mieć tak samo ważny głos,Ogni voto dovrebbe avere lo stesso valore,Голос кожної людини має мати одинакову вагу,각 개인은 평등한 투표권을 가져야 한다
4,0,1,1,People should have the power to choose their leaders,Menschen sollten die Macht haben ihren Führer zu wählen,Народ должен сам выбирать своих лидеров,Homoj havu rajton elekti estrojn por si,Ludzie powinni mieć moc wyboru swoich przywódców,Il popolo dovrebbe avere il potere di scegliere il proprio leader,Народ має мати змогу самому обирати собі лідерів,사람들은 그들의 지도자를 선택할 수 있는 힘을 가져야 한다
4,0,1,1,The government must be by the people for the people,Die Regierung muss vom Volk für das Volk sein,Власть должна быть от народа для народа,La registaro devas esti el la publiko por la publiko,Rząd musi być za ludem dla ludu,"Lo stato deve originare dal popolo, ed agire nel suo interesse",Влада має бути з народу й для народу,정부는 국민을 위해 반드시 국민의 편에 서야 한다
4,0,1,-1,Popular opinion is not always right,Die Volksmeinung ist nicht immer richtig,Мнение большинства не всегда правильно,Populara opinio ne ĉiam estas prava,Większość nie zawsze ma rację,L'opinione popolare non è sempre corretta,Думка більшості не завжди є правильною,대중의 의견이 항상 옳은 것은 아니다
4,0,2,-1,Democracy often allows the majority to infringe on the rights of those who dissent,"Demokratie gibt oft der Mehrheit die Möglichkeit die Rechte derer zu beeinträchtigen, die widersprechen",Демократия часто позволяет большинству наступать на права меньшинства,Demokratio ofte ebligas al la plejo molesti rajtojn de nekonsentuloj,"Demokracja często pozwala większości naruszyć prawa tych, którzy się nie zgadzają",La democrazia spesso permette di infringere i diritti di chi va contro la maggioranza,Демократія часто дозволяє більшості зазіхати на права меншості,민주주의는 종종 다수의 사람들이 반대하는 사람들의 권리를 침해하도록 허용한다
4,0,3,-1,Popular opinion should have little influence on government policy,Die mehrheitliche Meinung sollte kaum Einfluss auf die Regierungspolitik haben ,Мнение большинства должно иметь малое влияние на политику государства,Populara opinio devas havi malgrandan influon al la registara politiko,Opinia popularna powinna mieć niewielki wpływ na politykę rządu,L'opinione popolare dovrebbe avere poca influenza sulle decisoni dello stato,Популярна думка не має мати сильного впливу на політику держави,민심은 정부 정책에 거의 영향을 미치지 않아야 한다
4,1,4,-1,My country should not have elections or votes,"Mein Land sollte weder Wahlen, noch Abstimmungen haben",В моей стране не должно быть выборов или голосований,Mia lando ne havu elektojn aŭ voĉdonadojn,Mój kraj nie powinien mieć wyborów ani głosowań,Il mio paese non dovrebbe avere elezioni,Моя країна не має мати виборів чи голосувань,우리나라는 선거나 투표를 해서는 안 된다
4,1,1,1,A nation must have strong leadership to be successful,"Ein Land muss eine starke Führerschaft haben, um erfolgreich zu sein","Страна должна иметь сильного лидера или лидеров, чтобы процветать",La nacio havu fortan estraron por sukcesi,"Naród musi mieć silne przywództwo, aby odnosił sukcesy",Un paese deve avere una leadership forte per avere successo,"Нація мусить мати сильне керівництво, щоб процвітати",한 나라가 성공하려면 강한 리더십이 있어야 한다
4,1,1,1,The government occasionally needs to do things which aren't popular for the good of its people,"Die Regierung muss manchmal zum Wohle seines Volkes Dinge tun, die nicht gängig sind","Правительству иногда необходимо идти поперёк мнения народа, чтобы этому народу помочь",La registaro iutempe devas fari nepiopularajn aferojn por fari bonon al homoj,"Rząd czasami musi robić rzeczy, które nie są popularne dla dobra jego obywateli",Il governo certe volte deve prendere decisioni impopolari per il bene del popolo,Інколи керівництву необхідно іти всупереч думки населення для його ж блага,정부는 때때로 국민들의 이익을 위해 인기 없는 일을 할 필요가 있다
4,1,2,1,Society could not function without leaders and followers,Eine Gesellschaft kann nicht ohne Führer und Folgende funktionieren,Общество не может существовать без лидеров и подчинённых,Socio ne funkcius sen gvidantoj kaj gvidatoj,Społeczeństwo nie mogłoby funkcjonować bez liderów i naśladowców,La società non potrebbe funzionare senza una gerarchia di persone che comandano e obbediscono,Суспільство не може функціонувати без лідерів та послідовників,지도자와 추종자 없이는 사회가 기능할 수 없다
4,1,2,1,Society requires that some people must have power over others to function,"Eine Gesellschaft erfordert, dass manche Leute Macht über andere haben, um zu funktionieren","Для существования обществу необходимо, чтобы некоторые люди имели власть над другими","Socio necesas, ke iuj homoj regas la aliajn, por funkcii","Społeczeństwo wymaga, aby niektórzy ludzie musieli mieć władzę nad innymi, aby funkcjonować",La società ha bisogno che alcune persone abbiano più potere di altre per funzionare,"Суспільству необхідно, щоби одні люди мали владу над іншими",사회는 어떤 사람들이 다른 사람들보다 더 많은 권력을 가지고 있어야만 제 기능을 할 수 있다고 요구한다
4,1,3,1,"If given the chance, I would implement my ideology in my country, even if most people were against it","Wenn die Möglichkeit bestünde, würde ich meine Ideologie in meinem Land verwirklichen, auch wenn die meisten Leute dagegen wären","Будь у меня возможность, я бы претворил свою идеологию в жизнь, даже если большинство людей будет против","Se mi povus, mi realigos mian ideologion, eĉ se la plejo kontraŭas ĝin","Gdyby istniała taka możliwość, realizowałbym moją ideologię w moim kraju, nawet gdyby większość ludzi była przeciwna","Se potessi implementerei la mia ideologia nel mio paese, anche se la maggioranza delle persone fosse contraria","Якби у мене була можливість, я би встановив в країні свою ідеологію, навіть якщо більшість буде проти","기회가 주어진다면, 대부분의 사람들이 반대하더라도 나는 내 나라에서 내 이데올로기를 실천할 것이다"
4,1,3,1,People who get into power should keep power until they are forced to give it up,"Menschen, die an die Macht kommen, sollten das so lange bleiben, bis sie dazu gezwungen werden aufzugeben","Люди, получившие власть, должны держать её до тех пор, пока их не вынудят её отдать",Homoj kun potenco devas teni ĝin ĝis oni devigos ilin cedi,"Ludzie, którzy dojdą do władzy, powinni zachować władzę, dopóki nie zostaną zmuszeni do jej oddania",Chi arriva al potere dovrebbe restarci finchè non viene forzato a rinunciarvi,"Люди, що отримали владу, мають тримати її тоди, доки їх силою не змусили її віддати",정권을 잡은 사람은 권력을 포기할 때까지 권력을 유지해야 한다
4,1,4,1,A nation should obey its leadership without question,"Eine Nation sollte dessen Führerschaft folgen, ohne zu hinterfragen",Народ должен беспрекословно подчиняться своим лидерам,Nacio obeu sian estraron sendemande,"Naród powinien podążać za swoim przywództwem, nie kwestionując go",Una nazione dovrebbe obbedire ai suoi leader senza discussioni,Народ повинен безперечно підчинятися своїм лідерам,국가는 이의 없이 지도력에 복종해야 한다
4,1,4,1,The government should not tolerate dissenting opinions,Eine Regierung sollte keine widersprechenden Meinungen tolerieren,Правительство не должно терпимо относится к мнению диссидентов,La registaro devas ne toleri kontraŭajn opiniojn,Rząd nie powinien tolerować sprzecznych opinii,Il governo non dovrebbe tollerare opinioni devianti dalla sua,Держава не має толерантно ставитися до інакодумців,정부는 이견을 용납해서는 안 된다
4,1,1,-1,People should question the actions of those in power,Menschen sollten die Taten der Machthaber hinterfragen,Народ должен подвергать сомнению действия своих властителей,Homoj devas skeptike trakti agojn de siaj regantoj,Ludzie powinni móc zakwestionować działania rządzących,Le persone dovrebberro mettere in discussione le azioni di chi è al potere,"Народ має піддавати сумніву дії тих, хто при владі",사람들은 권력자들의 행동에 의문을 가져야 한다
4,2,1,1,The government is larger than it needs to be,Die Regierung ist größer als es nötig wäre,"В правительстве больше людей, чем необходимо",La registaro estas pli granda ol ĝi estu,"Rząd jest większy, niż powinien",Il raggio d'azione dei poteri dello stato è troppo ampio,"В уряді працює більше людей, ніж треба",정부는 필요 이상으로 크다
4,2,1,1,The government has too much power,Die Regierung hat zu viel Macht,Правительство имеет слишком много власти,La registaro havas tro multe da povoj,Rząd ma za dużo władzy,Lo stato ha troppi poteri,Уряд має надто багато влади,정부는 너무 많은 권력을 가지고 있다
4,2,2,1,I do not trust the government to look after my interests,"Ich vertraue der Regierung nicht darin, dass sie sich um meine Interessen kümmert",Я не доверяю защиту своих интересов правительству,Mi ne fidus al la registaro defendi miajn interesojn,"Nie ufam rządowi, aby dbał o moje interesy",Non credo che lo stato abbia veramente a cuore i miei interessi,Я не довірив би державі захист моїх інтересів,나는 정부가 내 이익을 대변할 것이라고 믿지 않는다
4,2,2,1,Small government is usually better than big government,Kleine Regierungen sind normalerweise besser als große,Маленькие правительства обычно лучше больших правительств,Etaj registaroj kutime stas pli bonaj ol la grandaj,Mały rząd jest zwykle lepszy niż duży rząd,Un governo con meno poteri generalmente è meglio di un governo con più poteri,Малий уряд зазвичай краще за великий уряд,작은 정부는 보통 큰 정부보다 낫다
4,2,3,1,There can never be a government without corruption,Es kann keine Regierungen ohne Korruption geben,Правительства без коррупции существовать не может,Ne eblas esti registaro sen korupto,Nie istnieje rząd bez korupcji,Non ci potrà mai essere uno stato senza corruzione,Не існує уряду без корупції,부패가 없는 정부는 결코 있을 수 없다
4,2,3,1,The population can protect itself better than the government can protect it,"Die Bevölkerung kann sich selbst besser beschützen, als es die Regierung kann","Народ может защитить себя лучше, чем его может защитить правительство",Homoj povas protekti sin pli bone ol la registaro povas protekti ilin,Ludność może się lepiej chronić niż rząd,La popolazione può proteggersi meglio da sola di quanto possa proteggerla lo stato,"Народ може захистити себе сам краще, ніж його захистить держава",주민은 정부가 보호할 수 있는 것보다 스스로를 더 잘 보호할 수 있다
4,2,4,1,The government should have no say in how people live their lives,"Die Regierung sollte nicht zu sagen haben, wie Leute ihr Leben zu leben haben","Правительство не должно указывать людям, как им жить","La registaro ne diru al homoj, kiel ili vivu siajn vivojn","Rząd nie powinien mieć nic do powiedzenia na temat tego, jak ludzie żyją",Lo stato non dovrebbe poter dettare come vivere la propria vita personale ai suoi cittadini,"Держава не має казати людям, як їм жити",정부는 사람들이 어떻게 삶을 사는지에 대해 발언권을 가져서는 안 된다
4,2,4,1,People would be better off without a government,Leute wären ohne eine Regierung besser dran,Людям было бы лучше без правительства,Homoj estas pli bonaj sen registaro,Ludziom byłoby lepiej bez rządu,Staremmo meglio se lo stato non esistesse,Люди жили би краще без держави,정부가 없다면 사람들은 더 잘 살 것이다
4,2,1,-1,A government provides some important services for the population,Eine Regierung sorgt für einige wichtige Dienste für die Bevölkerung,Правительство оказывает людям часть важных услуг,Registaro donas al homoj iujn gravajn servojn,Rząd zapewnia pewne ważne usługi dla ludności,Lo stato garantisce importanti servizi e benefici alla popolazione,Держава забеспечує людям певні важливі послуги,정부는 주민을 위해 몇 가지 중요한 서비스를 제공한다
5,0,4,1,Those who take credit for the work of others should lose everything,"Die, die die Urheberschaft für die Arbeit anderer in Anspruch nehmen, sollen alles verlieren","Надо лишить всего людей, которые присваивают себе чужой труд","Tiuj, kiuj prezentas fremdan larobon kiel sian, devas seniĝi je ĉio","Ci, którzy twierdzą, że są autorami dzieł innych, powinni wszystko stracić",Chi si accredita il lavoro d'altri dovrebbe perdere tutto,"Ті, хто привласнює собі чужу працю, мають втратити все",다른 사람의 일을 공로로 삼는 사람들은 모든 것을 잃어야 한다
5,0,4,1,Children should not be able to inherit anything from their parents,Kinder sollten nicht die Möglichkeit haben irgendwas von ihren Eltern zu erben,Дети не должны получать какое-либо наследство от своих родителей,Infanoj ne havu ajnajn heredaĵojn de siaj gepatroj,Dzieci nie powinny mieć możliwości dziedziczenia niczego po rodzicach,I figli non dovrebbero poter ricevere l'eredità dai genitori,Діти не мають успадковувати власність батьків,아이들은 부모로부터 어떤 것도 물려받을 수 없어야 한다
5,0,3,1,Your income should be directly tied to the value of what you produce,Das Einkommen sollte genau auf den Wert deiner Erzeugnisse zugeschnitten sein,Доходы людей должны прямо зависеть от ценности ими производимой продукции,Via enspezo devas rekte dependi de la valoro de kion ili produktas,"Twój dochód powinien być bezpośrednio powiązany z wartością tego, co produkujesz",Il tuo reddito dovrebbe essere direttamente collegato al valore di ciò che produci,"Ваш дохід має безпосередньо залежати від ціни продукції, яку ви виробляєте",당신의 수입은 당신이 생산하는 것의 가치와 직접적으로 연관되어야 한다
5,0,3,1,Children of the wealthy should only be able to become wealthy if they have their own independent idea,"Kinder von wohlhabenden Leuten, sollten nur ebenso wohlhabend sein, wenn sie ihre eigene Idee haben","Дети богатых людей должны становится богатыми, только если у них есть своя собственная независимая бизнес-идея",Infanoj de riĉuloj rajtu iĝi riĉaj nur se ili havas sian propran nedependan ideon,"Dzieci bogatych powinny stać się bogatymi tylko wtedy, gdy mają własny, niezależny pomysł",I figli dei ricchi dovrebbero poter diventare ricchi esclusivamente grazie alle loro capacità,"Діти багатих людей мають право стати багатими тільки у тому випадку, якщо у них є власна незалежна ідея",부자들의 자녀들은 그들만의 독자적인 생각을 가지고 있어야만 부자가 될 수 있어야 한다
5,0,2,1,"It should not matter who you are, only what you can do","Es sollte unwichtig sein, wer du bist, es ist nur wichtig, was du tun kannst","Никому не должно быть важно, кто ты. Важно только то, что ты делаешь.","Neniu zorgu pri kiu vi estas, nur pri kion vi faras","Nie powinno mieć znaczenia, kim jesteś, tylko to, co możesz zrobić","Chi sei non dovrebbe essere importante, di cosa sei capace dovrebbe essere l'unica cosa che conta","Неважливо хто ти, важливо те, що ти робиш","당신이 누구인지는 중요하지 않고, 오직 당신이 할 수 있는 것만이 중요하다"
5,0,2,1,Banks should tolerate more risk for disadvantaged communities to give them the opportunity to succeed as well,"Banken sollten ein größeres Risiko für benachteiligte Gemeinden eingehen, um ihnen auch die Möglichkeit zu geben Erfolg zu haben","Банки должны снисходительней относиться к рискам, которые могут понести от людей из низших слоёв общества, чтобы у тех тоже был шанс на успех",Bankoj devas toleri pliajn riskojn de malavantaĝaj komunumoj por ebligi sukceson al ili,"Banki powinny podejmować większe ryzyko dla społeczności w niekorzystnej sytuacji, aby dać im szansę na odniesienie sukcesu",Le banche dovrebbero accettare rischi maggiori verso le comunità più svantaggiate per dare loro uguale possibilità di successo,"Банки мають більш толерантно ставитися до ризику, який веде за собою співпраця з людьми з нижчого прошарку суспільства, щоби ті мали шанс на успіх",은행은 혜택 받지 못한 지역사회가 성공할 수 있는 기회를 주기 위해 더 많은 위험을 감수해야 한다
5,0,2,1,Need based scholarships are important for allowing gifted students from poor families to be able to succeed,"Bedarfsorientierte Stipendien sind wichtig, um talentierten Studenten von armen Familien die Möglichkeit zu geben auch erfolgreich zu sein","Социальные стипендии необходимы, чтобы одарённые студенты из бедных семей имели шанс на успех",Laŭbezonaj stipendioj estas gravaj por ebligo de sukceso al talentaj studentoj el mizeraj fimiloj,"Stypendia oparte na potrzebach są ważne, aby umożliwić uzdolnionym studentom z ubogich rodzin odniesienie sukcesu",Le borse di studio basate sul reddito del ricevente sono importanti perché danno una possibilità alle famiglie povere di avere successo,"Пільгові стипендії необхідні, щоби студенти з бідних сімей мали шанс на успіх",가난한 가정의 영재들이 성공할 수 있도록 하기 위해서는 어려운 사람을 위한 장학금이 중요하다
5,0,1,1,You should be able to become rich if you work harder than everyone else regardless of how wealthy your family was,"Man sollte die Möglichkeit haben reich zu werden, wenn man härter als alle anderen arbeitet, davon abgesehen wie wohlhabend deine Familie war","Богатыми должны становиться только те, кто работает больше остальных, вне зависимости от богатства их семьи",Vi rajtu esti riĉa nur se vi laboras pli ol aliaj malgraŭ riĉeco de via familo,"Powinieneś być w stanie stać się bogatym, jeśli pracujesz ciężej niż wszyscy inni, bez względu na to, jak zamożna była twoja rodzina","Dovresti avere la possibilità di diventare ricco in base al tuo impegno, indipendentemente dal tuo background familiare","Ви маєте мати змогу стати багатим(-ою), якщо працюєте більше за інших, незалежно від багатства вашої сім'ї",가족이 얼마나 부유했든 누구보다 열심히 일하면 부자가 될 수 있어야 한다
5,0,1,1,Those who work especially hard should be rewarded with more wealth,"Wer besonders hart arbeitet, sollte mit mehr Wohlstand belohnt werden","Тот, кто много работает, должен получать больше остальных","Kiuj laboras tre multe, tiuj gajnu pli multe","Ci, którzy szczególnie ciężko pracują, powinni otrzymać więcej bogactwa",Quelli che lavorano di più dovrebbero essere ricompensati con maggiore ricchezza,"Той, хто багато працює, має отримувати більше за інших",특히 열심히 일하는 사람들은 더 많은 부를 보상받아야 한다
5,1,4,1,"Communism, if implemented correctly, would be better than capitalism","Kommunismus, wenn richtig umgesetzt, wäre besser als Kapitalismus",Коммунизм при своей правильной реализации превосходил бы капитализм,"Komunismo, realigite korekte, estus pli bona ol kapitalismo","Komunizm, jeśli zostanie właściwie wdrożony, byłby lepszy niż kapitalizm","Il comunismo, se applicato correttamente, sarebbe meglio del capitalismo","Комунізм, якби був реалізований правильно, був би кращим, ніж капіталізм",공산주의가 제대로 시행된다면 자본주의보다 나을 것이다
5,1,4,1,"From each according to his ability, to each according to his need","Jeder nach seinen Fähigkeiten, jeder nach seinen Bedürfnissen","От каждого — по способности, каждому — по потребности","De ĉiu laŭ la kapablo, al ĉiu laŭ la bezono","Od każdego według jego zdolności, każdemu według jego potrzeb","Da ognuno secondo le proprie capacità, ad ognuno secondo i propri bisogni","Від кожного - за його здібностями, кожному - за його потребою","능력에 따라 일하고, 필요에 따라 분배해야 한다"
5,1,4,1,All people should get the same rewards regardless of their work,"Alle Leute sollten denselben Lohn bekommen, ganz gleich, ob sie arbeiten","Люди должны зарабатывать одинакового, кем бы они не работали",Ĉiuj homoj gajnu la saman rekompencon malgraŭ ilia laboro,"Wszyscy ludzie powinni otrzymywać takie samo wynagrodzenie, niezależnie od swojej pracy","Tutte le persone dovrebbero essere garantite lo stesso salario, indipendentemente dal lavoro che fanno","Усі мають отримувати одинакову заробітню плату, незалежно від того, яку роботу вони виконують",모든 사람은 일의 종류와 상관없이 동일한 보상을 받아야 한다
5,1,3,1,There should be no billionaires,Es sollte keine Milliadäre geben,Миллиардеров существовать не должно,Bilionuloj devas ne esti,Nie powinno być miliarderów,Non ci dovrebbero essere miliardari,Міліардерів не має існувати,억만장자가 있어서는 안 된다
5,1,3,1,I would support a maximum wage,Ich würde ein maximales Einkommen unterstützen,Я бы поддерживал ограничение на максимальный доход,Mi subtenus maksimuman enspezon,Popieram minimalne wynagrodzenie,Io supporterei uno stipendio massimo,Я би підтримав(-ла) введення обмеження на максимальний дохід,나는 최고 임금(최저 임금의 반댓말)을 지지할 것이다
5,1,3,1,People should be guaranteed enough to live regardless of whether they work,"Leuten sollte genug zum Leben garantiert werden, ganz gleich, ob sie arbeiten","Людям должна быть гарантирована жизнь, даже если они не работают",Homoj havu sufiĉe da garantioj por vivi malgraŭ ĉu ili laboras,"Ludziom należy zagwarantować wystarczające warunki do życia, niezależnie od tego, czy pracują","Indipendentemente dallo stato di occupazione, bisognerebbe garantire a tutti di ricevere abbstanza per vivere","Люди мають отримувати ресурси на проживання, навіть якщо вони не працюють",사람들은 일하는 것과 상관없이 살 수 있을 만큼 충분히 보장받아야 한다
5,1,2,1,Healthcare should be a right guaranteed to all people,"Gesundheitsfürsorge sollte ein Recht sein, dass allen Leuten garantiert werden sollte",Каждый должен иметь право на медицинскую помощь,"Resanigo devas esti rajto, garantiata al ĉiuj homoj",Opieka zdrowotna powinna być prawem zagwarantowanym dla wszystkich ludzi,La sanità dovrebbe essere un diritto garantito a tutti,Кожен має мати право на безкоштовну медицину,의료는 모든 사람들에게 보장되는 권리여야 한다
5,1,2,1,The extremely wealthy make more than they deserve,Die extrem Wohlhabenden erzielen mehr als sie verdienen,"Чрезмерно богатые люди зарабатывают больше, чем они достойны",La estreme riĉaj homoj gajnas multe pli ol ili indas,"Niezwykle bogaci zarabiają więcej, niż na to zasługują",Gli ultra-ricchi hanno molto di più di quello che si meritano,"Надзвичайно багаті заробляють більше, ніж їм би було варто",극도의 부자들은 그들이 마땅히 받아야 할 것보다 더 많은 돈을 번다
5,1,2,1,All people should be guaranteed housing,Allen Leuten sollte ein Obdach gewährleistet werden,Каждому человеку должно быть гарантировано жильё,Ĉiuj homoj havu garantiatan loĝejon,Wszystkim ludziom należy zagwarantować mieszkanie,Dovrebbe essere garantita un'abitazione a tutti,Кожній людині має бути надано житло,모든 사람들은 주거를 보장받아야 한다
5,1,1,1,The government should try to help the poorest people in society,Die Regirung sollte versuchen den ärmsten in der Gesellschaft zu helfen,Правительство должно помогать самым низким слоям общества,La registaro provu helpi al la plej mizeraj homoj en la socio,Rząd powinien spróbować pomóc najuboższym ludziom w społeczeństwie,Lo stato dovrebbe aiutare le classi meno abbienti,Держава має допомагати найбіднішим прошаркам суспільства,정부는 사회에서 가장 가난한 사람들을 돕기 위해 노력해야 한다
5,1,1,1,The wealthy have far more than they need,Die Wohlhabenden haben viel mehr als sie brauchen,"Богатые имеют куда больше богатств, чем им надо",Riĉuloj havas multe pli ol ili necesas,"Bogaci mają znacznie więcej majątku, niż potrzebują",I ricchi hanno molto di più di quello di cui hanno bisogno,"У багатих є набагато більше, ніж їм треба",부자들은 그들이 필요로 하는 것보다 훨씬 더 많은 것을 가지고 있다
